Date,NIFTY 50,RELIA,INFY,TCS,ITC,y,NIFTY 50 Growth,RELIA Growth,INFY Growth,TCS Growth,ITC Growth
12-Dec-18,10530,1111.7497,695.15,1989.25,275.65,18,,,,,
13-Dec-18,10598.4,1130.5997,713,1993.25,280.1,18,,,,,
14-Dec-18,10585.2,1136.4497,694,1987.7,278,18,,,,,
17-Dec-18,10482.2,1137.0997,673,1967.2,282.9,18,,,,,
18-Dec-18,10582.5,1127.2497,662.7,1956.35,282.2,18,,,,,
19-Dec-18,10576.3,1098.3497,660.7,1897.25,276.5,18,,,,,
20-Dec-18,10616.7,1090.0497,658,1915.55,276.25,18,,,,,
21-Dec-18,10682.2,1096.9497,648.9,1889.5,276.7,18,,,,,
24-Dec-18,10763.4,1119.9997,652.1,1909.45,279.75,18,,,,,
26-Dec-18,10656.2,1125.7997,662.8,1895.8,281.95,18,,,,,
27-Dec-18,10600.05,1121.0497,659,1893.55,281.65,18,,,,,
28-Dec-18,10526.75,1121.3497,661,1902.35,282.85,19,,,,,
31-Dec-18,10628.6,1106.2997,668,1923.15,280.5,19,,,,,
1-Jan-19,10685.6,1091.7497,670.9,1896.45,278.9,19,,,,,
2-Jan-19,10728.85,1099.0497,671.1,1873.95,280.75,19,,,,,
3-Jan-19,10858.7,1103.4497,666.95,1896.65,281.75,19,,,,,
4-Jan-19,10876.75,1103.9497,673.05,1893.05,284.2,19,,,,,
7-Jan-19,10883.75,1108.3997,684.9,1887.8,290.7,19,,,,,
8-Jan-19,10869.5,1105.6497,681.15,1888.15,289.55,19,,,,,
9-Jan-19,10782.9,1097.8997,683.9,1841.95,295.4,19,,,,,
10-Jan-19,10601.15,1096.4497,706,1814.4,294.3,19,,,,,
11-Jan-19,10693.7,1129.5497,705.1,1864.2,296.6,19,,,,,
14-Jan-19,10488.45,1134.0497,729,1870.1,294,19,,,,,
15-Jan-19,10549.15,1133.7497,736.45,1895.1,293.9,19,,,,,
16-Jan-19,10737.6,1182.9496,731.95,1900.4,291.1,19,,,,,
17-Jan-19,10791.55,1234.4996,733,1905.8,289.65,19,,,,,
18-Jan-19,10805.45,1234.7496,740.65,1900.35,289.75,19,,,,,
21-Jan-19,10888.35,1225.6996,743.25,1879.75,277.7,19,,,,,
22-Jan-19,10908.7,1245.3996,729.5,1901.75,278.9,19,,,,,
23-Jan-19,10967.3,1246.2496,728.7,1919.05,279.25,19,,,,,
24-Jan-19,10951.7,1229.5996,732.9,1951.95,274.65,19,,,,,
25-Jan-19,10754,1210.8996,728.2,1983.15,278.55,19,,,,,
28-Jan-19,10663.5,1194.7996,727.35,1977.85,274.8,19,,,,,
29-Jan-19,10729.85,1227.0996,728,2014.6,278.75,19,,,,,
30-Jan-19,10779.8,1247.2996,753.8,2030.75,280.8,19,,,,,
31-Jan-19,10859.9,1291.1496,755,2047.15,276.9,19,,,,,
1-Feb-19,10862.55,1290.2996,751,2044.35,274.4,19,,,,,
4-Feb-19,10910.1,1309.8496,754.25,2077.85,277.55,19,,,,,
5-Feb-19,10792.5,1290.1996,761.1,2079.9,279.75,19,,,,,
6-Feb-19,10672.25,1277.3496,764,2062.75,275.85,19,,,,,
7-Feb-19,10727.35,1253.4496,760,2065.55,277.45,19,,,,,
8-Feb-19,10771.8,1256.6996,763,2050.65,275.45,19,,,,,
11-Feb-19,10802.15,1244.3996,750.4,2068.6,277.1,19,,,,,
12-Feb-19,10855.15,1225.4996,753,2044.65,277.9,19,,,,,
13-Feb-19,10821.6,1243.4996,741.25,2030.9,279.6,19,,,,,
14-Feb-19,10794.95,1219.7496,741,1971.75,274.15,19,,,,,
15-Feb-19,10737.6,1216.3496,738.9,1904.85,275.1,19,,,,,
18-Feb-19,10886.8,1234.3496,730,1914.45,275.85,19,,,,,
19-Feb-19,10890.3,1246.4496,739,1912.25,274.9,19,,,,,
20-Feb-19,10905.2,1232.5996,733.9,1925.9,274.3,19,,,,,
21-Feb-19,10906.95,1232.1496,735,1985,276.75,19,,,,,
22-Feb-19,10961.85,1219.6996,748.15,2032.35,274.95,19,,,,,
25-Feb-19,10922.75,1222.4496,745,2053.75,275.05,19,,,,,
26-Feb-19,10831.5,1231.5496,735.15,1984.25,276.15,19,,,,,
27-Feb-19,10849.8,1226.6996,737.8,1991.65,277.8,19,,,,,
28-Feb-19,10780.55,1236.9496,742,1987.85,282.65,19,,,,,
1-Mar-19,10661.55,1263.5496,735,1999.4,285.45,19,,,,,
5-Mar-19,10652.2,1269.8496,735,2011.5,290.05,19,,,,,
6-Mar-19,10651.8,1266.5996,723.25,2022.3,292.05,19,,,,,
7-Mar-19,10830.95,1300.9996,713,2014.1,293,19,,,,,
8-Mar-19,10893.65,1329.8496,709.9,2012.55,294.55,19,,,,,
11-Mar-19,10912.25,1346.7496,710,2001.15,294.8,19,,,,,
12-Mar-19,10934.35,1341.1996,714,1988.6,295.45,19,,,,,
13-Mar-19,11062.45,1322.5996,712.85,2040.2,290.95,19,,,,,
14-Mar-19,11069.4,1347.5996,723.45,2021.3,292.25,19,,,,,
15-Mar-19,10943.6,1375.2496,713,2024.7,299.4,19,,,,,
18-Mar-19,10888.8,1375.5996,726.2,2015.5,298.5,19,,,,,
19-Mar-19,10831.4,1342.0996,743.35,2004.65,297.7,19,,,,,
20-Mar-19,10793.65,1325.2496,741,1986.9,295.2,19,,,,,
22-Mar-19,10746.05,1367.1496,736,1981.8,293.2,19,,,,,
25-Mar-19,10724.4,1350.0996,728,1968.2,293,19,,,,,
26-Mar-19,10640.95,1360.5496,730,2000.45,300,19,,,,,
27-Mar-19,10604.35,1363.0496,742,2000.4,296.7,19,,,,,
28-Mar-19,10735.45,1391.5496,742.9,2031.3,297.3,19,,,,,
29-Mar-19,10789.85,1388.4496,757.5,2079.5,297.1,19,,,,,
1-Apr-19,10791.65,1373.7996,759,2080.25,295.85,19,,,,,
2-Apr-19,10880.1,1353.0996,751.95,2014.3,294.5,19,,,,,
3-Apr-19,10835.3,1355.0996,750,2051.45,294.65,19,,,,,
4-Apr-19,10806.65,1329.3996,762.3,2069.75,292.55,19,,,,,
5-Apr-19,10792.5,1335.3496,770,2088.1,296.35,19,,,,,
8-Apr-19,10863.5,1328.9496,763,2043.8,294,19,,,,,
9-Apr-19,10987.45,1346.1496,753,2019.05,296.3,19,,,,,
10-Apr-19,11053,1341.9496,746,2013.75,305.6,19,,,,,
11-Apr-19,11058.2,1339.7496,725,2110.05,305.05,19,,,,,
12-Apr-19,11035.4,1345.2996,728.3,2132.45,307.05,19,,,,,
15-Apr-19,11168.05,1382.8996,724.85,2145.5,304.35,19,,,,,
16-Apr-19,11301.2,1344.7996,716.4,2164.35,301.7,19,,,,,
18-Apr-19,11341.7,1363.2996,724,2157.7,303.35,19,,,,,
22-Apr-19,11343.25,1389.9996,727.5,2185.45,306.45,19,,,,,
23-Apr-19,11426.85,1374.5496,736.4,2191.7,304.5,19,,,,,
24-Apr-19,11462.2,1391.4496,731,2238.3,304.65,19,,,,,
25-Apr-19,11532.4,1391.7996,739,2254.95,301.55,19,,,,,
26-Apr-19,11521.05,1405.0996,748.6,2214.4,304.65,19,,,,,
30-Apr-19,11456.9,1407.0496,723.75,2132.5,303.6,19,,,,,
2-May-19,11354.25,1384.8496,718.5,2154.7,307,19,,,,,
3-May-19,11483.25,1344.5496,720.05,2150.35,302.35,19,,,,,
6-May-19,11445.05,1299.4496,724,2152.65,300.75,19,,,,,
7-May-19,11570,1255.1496,721.7,2168.7,299.8,19,,,,,
8-May-19,11623.9,1250.4996,723,2135.55,297.7,19,,,,,
9-May-19,11669.15,1230.8496,718,2131.1,289.85,19,,,,,
10-May-19,11713.2,1259.4996,719.5,2094.35,294,19,,,,,
13-May-19,11643.95,1257.2496,716.65,2094.5,297.1,19,,,,,
14-May-19,11598,1264.0496,716.75,2109.45,294.7,19,,,,,
15-May-19,11665.95,1265.6996,733.3,2096.35,301.4,19,,,,,
16-May-19,11604.5,1325.4996,725.8,2139.3,307,19,,,,,
17-May-19,11671.95,1339.7496,723.5,2109.2,305.3,19,,,,,
20-May-19,11584.3,1340.6996,711.1,2082.75,299.55,19,,,,,
21-May-19,11596.7,1335.7996,717.7,2053.75,288.5,19,,,,,
22-May-19,11643.45,1336.7996,702.35,2049.65,290.15,19,,,,,
23-May-19,11690.35,1310.6996,708.8,2053.8,290.4,19,,,,,
24-May-19,11787.15,1325.9496,710,2075,289,19,,,,,
27-May-19,11752.8,1313.2496,726.5,2105.25,288.35,19,,,,,
28-May-19,11594.45,1330.5996,727.8,2145.4,289.1,19,,,,,
29-May-19,11575.95,1329.7496,735,2196.85,278.65,19,,,,,
30-May-19,11726.15,1358.2996,734,2240.35,278.55,19,,,,,
31-May-19,11641.8,1351.0996,741.95,2182.45,279.65,19,,,,,
3-Jun-19,11754.65,1327.0496,734.7,2167.4,276.1,19,,,,,
4-Jun-19,11748.15,1315.2996,737.7,2178.95,275.9,19,,,,,
6-Jun-19,11724.75,1318.8496,738,2231.1,279.6,19,,,,,
7-Jun-19,11712.25,1328.5496,754,2252.85,280,19,,,,,
10-Jun-19,11598.25,1331.0996,754.15,2258.45,280,19,,,,,
11-Jun-19,11497.9,1324.2996,741.5,2250.25,279.85,19,,,,,
12-Jun-19,11359.45,1316.9496,744.2,2252.3,277.95,19,,,,,
13-Jun-19,11301.8,1281.4996,741.15,2245.6,275.3,19,,,,,
14-Jun-19,11278.9,1282.5496,740,2251.7,275.6,19,,,,,
17-Jun-19,11148.2,1277.4996,751,2259.9,277.35,19,,,,,
18-Jun-19,11222.05,1296.8996,735,2279,277.15,19,,,,,
19-Jun-19,11157,1279.1996,754,2249.95,274.25,19,,,,,
20-Jun-19,11257.1,1262.6496,752,2275,276.3,19,,,,,
21-Jun-19,11407.15,1295.7996,742.5,2266.75,278.25,19,,,,,
24-Jun-19,11828.25,1294.5496,744,2253.7,277.35,19,,,,,
25-Jun-19,11709.1,1274.8496,741,2252.65,273.55,19,,,,,
26-Jun-19,11737.9,1251.9996,733.9,2227.25,273.95,19,,,,,
27-Jun-19,11657.05,1268.4996,734.1,2239.7,274.85,19,,,,,
28-Jun-19,11844.1,1278.0496,734.4,2252.75,273.75,19,,,,,
1-Jul-19,11924.75,1282.2496,742,2237.2,276.7,19,,,,,
2-Jul-19,11928.75,1282.9996,734,2242.6,277.7,19,,,,,
3-Jul-19,11861.1,1262.5996,736,2161.65,279.45,19,,,,,
4-Jul-19,11945.9,1251.8996,717,2176.1,277.3,19,,,,,
5-Jul-19,11922.8,1279.4496,717.9,2131.45,273.05,19,,,,,
8-Jul-19,12088.55,1278.3496,710.15,2107.7,273.35,19,,,,,
9-Jul-19,12021.65,1281.2996,721,2101.45,275.7,19,,,,,
10-Jul-19,11843.75,1280.5996,723.3,2107.95,274.95,19,,,,,
11-Jul-19,11870.65,1275.8996,762,2145.2,270.9,19,,,,,
12-Jul-19,11922.7,1293.0996,776.8,2105.3,271.9,19,,,,,
15-Jul-19,11965.6,1281.5496,784.7,2117.15,272.8,19,,,,,
16-Jul-19,11906.2,1261.7996,792.4,2065.6,272.95,19,,,,,
17-Jul-19,11914.05,1248.9996,789.7,2076.95,268.4,19,,,,,
18-Jul-19,11823.3,1280.4996,786.9,2109.7,264.4,19,,,,,
19-Jul-19,11672.15,1272.8496,785.45,2111.8,270.7,19,,,,,
22-Jul-19,11691.5,1258.7996,789.5,2096.7,270.85,19,,,,,
23-Jul-19,11691.45,1232.2996,787,2128.3,268,19,,,,,
24-Jul-19,11831.75,1214.0996,793,2108.8,270.3,19,,,,,
25-Jul-19,11724.1,1211.1496,787.55,2129.5,267.7,19,,,,,
26-Jul-19,11699.65,1180.5496,792,2179,269,19,,,,,
29-Jul-19,11796.45,1165.9996,792,2205.4,270.05,19,,,,,
30-Jul-19,11847.55,1180.5496,790.8,2179.9,267.6,19,,,,,
31-Jul-19,11841.55,1184.1996,769,2206.05,264.6,19,,,,,
1-Aug-19,11788.85,1142.9997,773,2248.55,259.55,19,,,,,
2-Aug-19,11865.6,1127.9997,778,2215.45,258.9,19,,,,,
5-Aug-19,11910.3,1108.9997,779,2214,253.75,19,,,,,
6-Aug-19,11916.75,1151.9497,778,2258.85,257.75,19,,,,,
7-Aug-19,11946.75,1161.9996,791.5,2245.6,254.25,19,,,,,
8-Aug-19,11811.15,1274.9996,788.35,2200.2,246.1,19,,,,,
9-Aug-19,11558.6,1288.2996,774,2204.65,248.85,19,,,,,
13-Aug-19,11555.9,1277.3996,779,2163.5,252.9,19,,,,,
14-Aug-19,11498.9,1292.0996,777,2163.55,251.6,19,,,,,
16-Aug-19,11582.9,1275.9996,781.05,2187.15,246.55,19,,,,,
19-Aug-19,11552.5,1270.7996,792.8,2185.85,241.6,19,,,,,
20-Aug-19,11588.35,1246.4996,800.8,2214.9,240.1,19,,,,,
21-Aug-19,11662.6,1275.9496,798,2247.55,236,19,,,,,
22-Aug-19,11687.5,1265.8996,800,2275.1,242.55,19,,,,,
23-Aug-19,11596.9,1275.0996,791,2237,245.55,19,,,,,
26-Aug-19,11419.25,1263.0496,785.1,2239.65,245.8,19,,,,,
27-Aug-19,11346.2,1242.1996,798.9,2233.3,241.4,19,,,,,
28-Aug-19,11331.05,1248.3496,808,2258.05,245.55,19,,,,,
29-Aug-19,11271.3,1205.8996,815,2252.25,241.5,19,,,,,
30-Aug-19,11252.15,1201.5496,813.7,2246.1,243.15,19,,,,,
3-Sep-19,11284.3,1198.2996,827.1,2215.8,244.35,19,,,,,
4-Sep-19,11189.2,1222.4996,838,2197.65,243.95,19,,,,,
5-Sep-19,11085.4,1222.0996,838.05,2183.3,245.5,19,,,,,
6-Sep-19,11118,1234.0996,821.65,2153.95,243.65,19,,,,,
9-Sep-19,10980,1210.3496,818,2133.85,240.8,19,,,,,
11-Sep-19,10997.35,1225.5496,816,2141.35,239.95,19,,,,,
12-Sep-19,10862.6,1210.7996,831.55,2149.15,239.35,19,,,,,
13-Sep-19,10948.25,1197.1996,830,2121.35,237.15,19,,,,,
16-Sep-19,10855.5,1205.6996,831.05,2138.25,239.6,19,,,,,
17-Sep-19,11032.45,1178.6996,825,2102.15,236.75,19,,,,,
18-Sep-19,11109.65,1254.3996,822.35,2065.6,238.15,19,,,,,
19-Sep-19,10925.85,1238.6496,810,2014.75,254.7,19,,,,,
20-Sep-19,11029.4,1278.5496,767.7,2044.3,256,19,,,,,
23-Sep-19,11047.8,1279.7996,791,2087.8,248.8,19,,,,,
24-Sep-19,11053.9,1296.5996,792,2087.65,250.35,19,,,,,
25-Sep-19,11017,1308.7496,788,2056.7,252.9,19,,,,,
26-Sep-19,10918.7,1332.5996,782.35,2099.2,259.7,19,,,,,
27-Sep-19,10741.35,1305.0496,809.8,2059.7,255.9,19,,,,,
30-Sep-19,10829.35,1310.9996,793,2058.85,261.6,19,,,,,
1-Oct-19,11057.85,1307.4496,795,2078.65,257.25,19,,,,,
3-Oct-19,11105.35,1309.7996,795,2052.85,251.65,19,,,,,
4-Oct-19,11046.1,1325.7496,793.5,2020.65,247.1,19,,,,,
7-Oct-19,10948.3,1362.3996,783.5,2004.4,242.95,19,,,,,
9-Oct-19,11023.25,1352.3996,785.95,1987.05,244.1,19,,,,,
10-Oct-19,10797.9,1357.6496,789,2020.95,244.2,19,,,,,
11-Oct-19,10844.65,1363.2996,773.8,2037.4,247.5,19,,,,,
14-Oct-19,10847.9,1372.6996,768,2045.85,243.7,19,,,,,
15-Oct-19,10946.2,1396.1496,768.9,2030.7,245.85,19,,,,,
16-Oct-19,11003.05,1415.2996,766.65,2057.35,246.5,19,,,,,
17-Oct-19,11035.7,1414.2496,691,2051.65,248.85,19,,,,,
18-Oct-19,10982.8,1392.8496,637.3,2075.25,251,19,,,,,
22-Oct-19,11075.9,1436.2496,650.7,2082.2,248.95,19,,,,,
23-Oct-19,11003.5,1430.6996,644.3,2125.05,247.85,19,,,,,
24-Oct-19,10817.6,1467.0996,654,2196,253.25,19,,,,,
25-Oct-19,10840.65,1478.6996,659,2253.65,259.4,19,,,,,
27-Oct-19,10704.8,1464.1996,669,2270.2,257.55,19,,,,,
29-Oct-19,11274.2,1456.9996,689.9,2202.05,261.3,19,,,,,
30-Oct-19,11600.2,1457.2496,684.4,2193.8,260.4,19,,,,,
31-Oct-19,11588.2,1447.5996,709,2201.6,262.9,19,,,,,
1-Nov-19,11440.2,1432.0996,697.6,2188.4,261.25,19,,,,,
4-Nov-19,11571.2,1458.7996,716,2185.5,265.9,19,,,,,
5-Nov-19,11512.4,1445.3496,722.5,2129.95,260.45,19,,,,,
6-Nov-19,11474.45,1427.7996,707,2099.7,259.35,19,,,,,
7-Nov-19,11359.9,1471.9996,695.5,2178.55,253.95,19,,,,,
8-Nov-19,11314,1463.3996,695,2195.6,253.95,19,,,,,
11-Nov-19,11174.75,1469.2996,707.3,2174.8,250.65,19,,,,,
13-Nov-19,11126.4,1458.4996,704.5,2151.75,250.75,19,,,,,
14-Nov-19,11313.3,1509.7995,710.9,2108.3,249.35,19,,,,,
15-Nov-19,11234.55,1547.0495,712.65,2108,250.6,19,,,,,
18-Nov-19,11305.05,1537.2495,714.05,2117.05,245.7,19,,,,,
19-Nov-19,11341.15,1546.3995,713,2070.55,247.65,19,,,,,
20-Nov-19,11428.3,1560.6995,694.4,2080.2,247.8,19,,,,,
21-Nov-19,11464,1558.8495,701.2,2046.9,249.1,19,,,,,
22-Nov-19,11586.35,1569.7495,695.7,2053.45,246.95,19,,,,,
25-Nov-19,11661.85,1579.9495,698.5,2077.35,246.6,19,,,,,
26-Nov-19,11588.35,1550.8995,703,2052.7,246.35,19,,,,,
27-Nov-19,11604.1,1586.2995,702.35,2020.95,244.95,19,,,,,
28-Nov-19,11582.6,1578.8495,695.8,2050.4,244.1,19,,,,,
29-Nov-19,11583.9,1552.5495,695,2079,243.15,19,,,,,
2-Dec-19,11627.15,1550.2995,707.1,2121.5,246.9,19,,,,,
3-Dec-19,11786.85,1554.9495,717.9,2122.95,243.3,19,,,,,
4-Dec-19,11844.1,1572.5495,716.8,2060.7,241.35,19,,,,,
5-Dec-19,11877.45,1562.1995,715.55,2012.5,235.4,19,,,,,
6-Dec-19,11890.6,1562.5995,715.5,2041.2,237.65,19,,,,,
9-Dec-19,11941.3,1567.4995,720.8,2016.75,238.65,19,,,,,
10-Dec-19,11917.2,1582.4495,706.9,2071.7,241.65,19,,,,,
11-Dec-19,11966.05,1566.5495,711.25,2127.55,236.9,19,,,,,
12-Dec-19,12012.05,1562.1495,717.55,2165.65,241.1,19,,,,,
13-Dec-19,11908.15,1575.6995,729.5,2167.25,245.2,19,,,,,
16-Dec-19,11913.45,1605.1495,732,2228.65,244.35,19,,,,,
17-Dec-19,11840.45,1599.3995,732.1,2222.55,241.25,19,,,,,
18-Dec-19,11872.1,1570.9995,732,2232.45,238.95,19,,,,,
19-Dec-19,11895.45,1545.9495,736.15,2215.05,238.7,19,,,,,
20-Dec-19,11884.5,1515.9495,734,2201.05,236.8,19,,,,,
23-Dec-19,11940.1,1542.1495,729.25,2198.15,236.95,19,,,,,
24-Dec-19,11999.1,1544.1995,736,2182.9,238.15,19,,,,,
26-Dec-19,11968.4,1514.0995,732.1,2161.3,237.65,19,,,,,
27-Dec-19,11914.4,1509.6995,733.6,2169.8,238.15,20,,,,,
30-Dec-19,12073.75,1535.3495,738.05,2157.45,239.8,20,,,,,
31-Dec-19,12037.7,1537.2495,734.5,2200.4,238.45,20,,,,,
1-Jan-20,12100.7,1501.4995,745.1,2200.15,235.1,20,,,,,
2-Jan-20,12151.15,1525.0495,739.05,2205.15,235.3,20,,,,,
3-Jan-20,12056.05,1513.9495,725,2255.05,234.2,20,,,,,
6-Jan-20,12048.2,1547.9495,722.9,2216,235.8,20,,,,,
7-Jan-20,11994.2,1547.6995,732,2213.85,238,20,,,,,
8-Jan-20,12043.2,1543.4495,763,2191,239.15,20,,,,,
9-Jan-20,12018.4,1529.0495,770.6,2207.2,243.3,20,,,,,
10-Jan-20,11921.5,1523.9995,775,2226.55,242.4,20,,,,,
13-Jan-20,11937.5,1537.6995,772,2238.4,240.75,20,,,,,
14-Jan-20,11856.8,1580.6495,771,2218.05,239.85,20,,,,,
15-Jan-20,11910.15,1531.9995,770,2170.25,241.9,20,,,,,
16-Jan-20,11971.8,1533.9495,768.35,2171.45,238.3,20,,,,,
17-Jan-20,12086.7,1533.0995,765.1,2206.5,237.95,20,,,,,
20-Jan-20,12053.95,1526.9995,774,2193.45,237.9,20,,,,,
21-Jan-20,12165,1521.6995,776,2184.6,238.1,20,,,,,
22-Jan-20,12221.65,1506.5995,779.7,2168.65,234.65,20,,,,,
23-Jan-20,12259.7,1471.3496,779.8,2184.05,230.75,20,,,,,
24-Jan-20,12271.8,1479.6996,783,2152.7,236.85,20,,,,,
27-Jan-20,12262.75,1442.4996,792,2138.05,233.85,20,,,,,
28-Jan-20,12214.55,1411.6996,781.75,2079.3,235.25,20,,,,,
29-Jan-20,12126.55,1385.8496,780.55,2103.15,207.7,20,,,,,
30-Jan-20,12245.8,1425.8496,769.5,2107.7,215.7,20,,,,,
31-Jan-20,12255.85,1448.0496,787,2145.25,216.55,20,,,,,
1-Feb-20,12168.45,1457.6496,784.5,2128.7,213.5,20,,,,,
3-Feb-20,12182.5,1433.7496,772,2136.7,213.5,20,,,,,
4-Feb-20,12282.2,1436.7496,776,2162.35,210.7,20,,,,,
5-Feb-20,12226.65,1452.5996,776.2,2151.65,212.7,20,,,,,
6-Feb-20,11993.05,1469.9996,775,2170.5,213,20,,,,,
7-Feb-20,12052.95,1473.9496,787,2191.6,211.95,20,,,,,
10-Feb-20,12025.35,1486.6496,794.9,2183.8,207.75,20,,,,,
11-Feb-20,12215.9,1478.3996,787,2203.25,204.75,20,,,,,
12-Feb-20,12256.8,1466.0996,787,2215.3,203.9,20,,,,,
13-Feb-20,12329.55,1504.1995,800,2194.6,206.7,20,,,,,
14-Feb-20,12362.3,1485.4996,800.45,2156.3,207.4,20,,,,,
17-Feb-20,12343.3,1444.8496,798,2116.3,203,20,,,,,
18-Feb-20,12355.5,1416.2996,800,2155.9,201.75,20,,,,,
19-Feb-20,12352.35,1391.3996,798,2123.05,198.55,20,,,,,
20-Feb-20,12224.55,1385.7996,780,2103.9,197.5,20,,,,,
24-Feb-20,12169.85,1328.6496,755,2000.95,197.6,20,,,,,
25-Feb-20,12106.9,1314.8496,733,1999.9,195.55,20,,,,,
26-Feb-20,12180.35,1343.6496,755.8,2038.9,193.85,20,,,,,
27-Feb-20,12248.25,1339.1496,754.7,2083.15,187.45,20,,,,,
28-Feb-20,12119,1311.4996,762,2124.9,187.95,20,,,,,
2-Mar-20,12055.8,1270.0496,744,2117.9,181.8,20,,,,,
3-Mar-20,12129.5,1113.1497,725,1972.2,177.2,20,,,,,
4-Mar-20,12035.8,1153.2497,693,1954.55,175.7,20,,,,,
5-Mar-20,11962.1,1061.5997,670,1769.85,156.25,20,,,,,
6-Mar-20,11661.85,1106.8997,586,1807.3,162.25,20,,,,,
9-Mar-20,11707.9,1015.2497,640,1698.05,147.2,20,,,,,
11-Mar-20,11979.65,1008.8997,585.2,1658.2,149.2,20,,,,,
12-Mar-20,12089.15,968.8497,565.2,1650.95,150.65,20,,,,,
13-Mar-20,12137.95,917.0997,530,1636.1,161.95,20,,,,,
16-Mar-20,12098.35,1020.1997,554,1798,175.55,20,,,,,
17-Mar-20,12031.5,883.8497,548,1662.65,154.4,20,,,,,
18-Mar-20,12107.9,943.0997,535,1702.85,149.45,20,,,,,
19-Mar-20,12201.2,1081.2497,593,1752.2,147.35,20,,,,,
20-Mar-20,12174.65,1074.7497,615.95,1806.7,157.2,20,,,,,
23-Mar-20,12113.45,1065.4997,655,1818.6,162.9,20,,,,,
24-Mar-20,12045.8,1032.3497,634,1776.15,159.5,20,,,,,
25-Mar-20,11992.5,1112.4497,645.5,1823.05,172,20,,,,,
26-Mar-20,12125.9,1080.6497,640,1709.55,166.35,20,,,,,
27-Mar-20,12080.85,1078.1997,604.1,1654.4,177.8,20,,,,,
30-Mar-20,11829.4,1206.3996,611.9,1775.05,181.5,20,,,,,
31-Mar-20,11797.9,1192.1496,628.2,1705.6,178.6,20,,,,,
1-Apr-20,11678.5,1219.1996,648.9,1765.9,185.35,20,,,,,
3-Apr-20,11633.3,1189.2496,630,1758.4,181.65,20,,,,,
7-Apr-20,11201.75,1150.0497,645,1734.45,189.45,20,,,,,
8-Apr-20,11132.75,1168.6996,622.85,1715.6,186.5,20,,,,,
9-Apr-20,11303.3,1225.0496,640,1806.8,188.1,20,,,,,
13-Apr-20,11251,1244.4496,640,1818.8,180.75,20,,,,,
15-Apr-20,11269,1236.0496,632,1737.25,179.65,20,,,,,
16-Apr-20,10989.45,1363.3496,633.2,1771.2,182.35,20,,,,,
17-Apr-20,10451.45,1371.4996,649,1876.9,180.75,20,,,,,
20-Apr-20,10458.4,1417.3496,674.4,1818.3,180,20,,,,,
21-Apr-20,9590.15,1430.2996,660,1837.3,179.8,20,,,,,
22-Apr-20,9955.2,1428.0996,673,1859.4,179.65,20,,,,,
23-Apr-20,9197.4,1426.1996,667.8,1905.2,182.1,20,,,,,
24-Apr-20,8967.05,1467.0496,696,2014.85,182.15,20,,,,,
27-Apr-20,8468.8,1435.3996,694.55,1929.15,174.05,20,,,,,
28-Apr-20,8263.45,1460.9996,681.15,1931.5,173.9,20,,,,,
29-Apr-20,8745.45,1461.6496,679.7,1904.25,163.8,20,,,,,
30-Apr-20,7610.25,1507.2495,666.1,1891.25,161.05,20,,,,,
4-May-20,7801.05,1561.7995,672.9,1893.5,158.3,20,,,,,
5-May-20,8317.85,1576.7495,680,1935.3,158.45,20,,,,,
6-May-20,8641.45,1480.2496,678,1948.95,165,20,,,,,
7-May-20,8660.25,1496.4,700,1949.45,165.4,20,,,,,
8-May-20,8281.1,1435.45,664,1900.8,163.95,20,,,,,
11-May-20,8597.75,1458.9,665.5,1893.3,164.6,20,,,,,
12-May-20,8253.8,1440.65,664,1944.85,164.55,20,,,,,
13-May-20,8083.8,1408.15,665.9,1948.25,170.7,20,,,,,
14-May-20,8792.2,1434.65,666.55,1952.45,175.75,20,,,,,
15-May-20,8748.75,1440.05,668.4,1991.55,188.9,20,,,,,
18-May-20,9111.9,1431.6,672.15,2018.95,186.35,20,,,,,
19-May-20,8993.85,1423.7,695,1943.35,191.5,20,,,,,
20-May-20,8925.3,1446.95,682.75,2005.1,192.15,20,,,,,
21-May-20,8992.8,1472.65,706.1,2005.2,190.55,20,,,,,
22-May-20,9266.75,1465.2,697,1971.55,197.45,20,,,,,
26-May-20,9261.85,1520.45,696.55,2044.65,200.6,20,,,,,
27-May-20,8981.45,1536.1,699.9,2046.9,197.2,20,,,,,
28-May-20,9187.3,1542.45,713,2045.35,196.85,20,,,,,
29-May-20,9313.9,1579.95,702,2093.9,200.1,20,,,,,
1-Jun-20,9154.4,1580.6,708,2048.1,199.95,20,,,,,
2-Jun-20,9282.3,1570.05,708.95,2071.4,197.75,20,,,,,
3-Jun-20,9380.9,1537.1,721.9,2073.35,198.6,20,,,,,
4-Jun-20,9553.35,1572,715,2108.3,199.25,20,,,,,
5-Jun-20,9859.9,1537.5,713.85,2067.8,194.6,20,,,,,
8-Jun-20,9293.5,1588.8,680,2038.7,194,20,,,,,
9-Jun-20,9205.6,1615,695,2030.05,187.2,20,,,,,
10-Jun-20,9270.9,1617.5,701,2044.95,184.95,20,,,,,
11-Jun-20,9199.05,1615.4,700.7,2047.75,181.3,20,,,,,
12-Jun-20,9251.5,1656.25,704,2036.8,186.65,20,,,,,
15-Jun-20,9239.2,1759.5,713,2047.05,184.1,20,,,,,
16-Jun-20,9196.55,1747.2,704.5,2028.3,185.05,20,,,,,
